#           k/h    P           
    0.56533E+00    0.24651E-08
    0.57675E+00    0.21204E-08
    0.58840E+00    0.17277E-08
    0.60029E+00    0.14571E-08
    0.61242E+00    0.12648E-08
    0.62479E+00    0.11236E-08
    0.63741E+00    0.10159E-08
    0.65029E+00    0.92956E-09
    0.66342E+00    0.85594E-09
    0.67683E+00    0.78871E-09
    0.69050E+00    0.72319E-09
    0.70445E+00    0.65677E-09
    0.71868E+00    0.59074E-09
    0.73320E+00    0.52697E-09
    0.74801E+00    0.46686E-09
    0.76312E+00    0.41133E-09
    0.77854E+00    0.36093E-09
    0.79426E+00    0.31583E-09
    0.81031E+00    0.27599E-09
    0.82668E+00    0.24119E-09
    0.84338E+00    0.21107E-09
    0.86041E+00    0.18518E-09
    0.87780E+00    0.16286E-09
    0.89553E+00    0.14353E-09
    0.91362E+00    0.12669E-09
    0.93208E+00    0.11196E-09
    0.95091E+00    0.99001E-10
    0.97011E+00    0.87567E-10
    0.98971E+00    0.77438E-10
    0.10097E+01    0.68436E-10
    0.10301E+01    0.60414E-10
    0.10509E+01    0.53256E-10
    0.10721E+01    0.46887E-10
    0.10938E+01    0.41239E-10
    0.11159E+01    0.36248E-10
    0.11384E+01    0.31851E-10
    0.11614E+01    0.27986E-10
    0.11849E+01    0.24597E-10
    0.12088E+01    0.21632E-10
    0.12333E+01    0.19042E-10
    0.12582E+01    0.16782E-10
    0.12836E+01    0.14812E-10
    0.13095E+01    0.13091E-10
    0.13360E+01    0.11580E-10
    0.13630E+01    0.10251E-10
    0.13905E+01    0.90785E-11
    0.14186E+01    0.80405E-11
    0.14472E+01    0.71197E-11
    0.14765E+01    0.63011E-11
    0.15063E+01    0.55722E-11
    0.15367E+01    0.49221E-11
    0.15678E+01    0.43420E-11
    0.15994E+01    0.38253E-11
    0.16318E+01    0.33665E-11
    0.16647E+01    0.29598E-11
    0.16984E+01    0.26003E-11
    0.17327E+01    0.22830E-11
    0.17677E+01    0.20035E-11
    0.18034E+01    0.17578E-11
    0.18398E+01    0.15420E-11
    0.18770E+01    0.13527E-11
    0.19149E+01    0.11869E-11
    0.19536E+01    0.10417E-11
    0.19930E+01    0.91454E-12
    0.20333E+01    0.80311E-12
    0.20744E+01    0.70549E-12
    0.21163E+01    0.61995E-12
    0.21590E+01    0.54499E-12
    0.22026E+01    0.47929E-12
    0.22471E+01    0.42168E-12
    0.22925E+01    0.37117E-12
    0.23388E+01    0.32686E-12
    0.23861E+01    0.28791E-12
    0.24343E+01    0.25362E-12
    0.24835E+01    0.22336E-12
    0.25336E+01    0.19663E-12
    0.25848E+01    0.17298E-12
    0.26370E+01    0.15204E-12
    0.26903E+01    0.13348E-12
    0.27447E+01    0.11703E-12
    0.28001E+01    0.10244E-12
    0.28567E+01    0.89512E-13
    0.29144E+01    0.78096E-13
    0.29733E+01    0.68055E-13
    0.30333E+01    0.59255E-13
    0.30946E+01    0.51566E-13
    0.31571E+01    0.44867E-13
    0.32209E+01    0.39044E-13
    0.32860E+01    0.33995E-13
    0.33523E+01    0.29623E-13
    0.34201E+01    0.25845E-13
    0.34892E+01    0.22581E-13
    0.35596E+01    0.19760E-13
    0.36316E+01    0.17316E-13
    0.37049E+01    0.15196E-13
    0.37798E+01    0.13353E-13
    0.38561E+01    0.11750E-13
    0.39340E+01    0.10352E-13
    0.40135E+01    0.91322E-14
    0.40946E+01    0.80653E-14
    0.41773E+01    0.71313E-14
    0.42617E+01    0.63120E-14
    0.43478E+01    0.55909E-14
    0.44356E+01    0.49539E-14
    0.45252E+01    0.43894E-14
    0.46166E+01    0.38875E-14
    0.47099E+01    0.34403E-14
    0.48050E+01    0.30409E-14
    0.49021E+01    0.26836E-14
    0.50011E+01    0.23637E-14
    0.51021E+01    0.20771E-14
    0.52052E+01    0.18205E-14
    0.53104E+01    0.15920E-14
    0.54176E+01    0.13898E-14
    0.55271E+01    0.12118E-14
    0.56387E+01    0.10559E-14
    0.57526E+01    0.91994E-15
    0.58689E+01    0.80182E-15
    0.59874E+01    0.69951E-15
    0.61084E+01    0.61115E-15
    0.62318E+01    0.53502E-15
    0.63577E+01    0.46949E-15
    0.64861E+01    0.41289E-15
    0.66171E+01    0.36374E-15
    0.67508E+01    0.32087E-15
    0.68872E+01    0.28331E-15
    0.70263E+01    0.25028E-15
    0.71682E+01    0.22111E-15
    0.73130E+01    0.19527E-15
    0.74608E+01    0.17232E-15
    0.76115E+01    0.15188E-15
    0.77653E+01    0.13367E-15
    0.79221E+01    0.11748E-15
    0.80822E+01    0.10314E-15
    0.82454E+01    0.90468E-16
    0.84120E+01    0.79311E-16
    0.85819E+01    0.69511E-16
    0.87553E+01    0.60920E-16
    0.89322E+01    0.53406E-16
    0.91126E+01    0.46843E-16
    0.92967E+01    0.41120E-16
    0.94845E+01    0.36132E-16
    0.96761E+01    0.31772E-16
    0.98716E+01    0.27947E-16
    0.10071E+02    0.24580E-16
    0.10274E+02    0.21608E-16
    0.10482E+02    0.18978E-16
    0.10694E+02    0.16646E-16
    0.10910E+02    0.14576E-16
    0.11130E+02    0.12735E-16
    0.11355E+02    0.11099E-16
    0.11584E+02    0.96459E-17
    0.11818E+02    0.83614E-17
    0.12057E+02    0.72327E-17
    0.12301E+02    0.62461E-17
    0.12549E+02    0.53875E-17
    0.12803E+02    0.46435E-17
    0.13061E+02    0.40010E-17
    0.13325E+02    0.34479E-17
    0.13594E+02    0.29731E-17
    0.13869E+02    0.25664E-17
    0.14149E+02    0.22186E-17
    0.14435E+02    0.19209E-17
    0.14727E+02    0.16660E-17
    0.15024E+02    0.14474E-17
    0.15328E+02    0.12598E-17
    0.15637E+02    0.10985E-17
    0.15953E+02    0.95978E-18
    0.16275E+02    0.84023E-18
    0.16604E+02    0.73710E-18
    0.16940E+02    0.64802E-18
    0.17282E+02    0.57091E-18
    0.17631E+02    0.50379E-18
    0.17987E+02    0.44500E-18
    0.18351E+02    0.39322E-18
    0.18721E+02    0.34737E-18
    0.19099E+02    0.30659E-18
    0.19485E+02    0.27018E-18
    0.19879E+02    0.23758E-18
    0.20280E+02    0.20833E-18
    0.20690E+02    0.18205E-18
    0.21108E+02    0.15847E-18
    0.21535E+02    0.13740E-18
    0.21970E+02    0.11870E-18
    0.22413E+02    0.10219E-18
    0.22866E+02    0.87694E-19
    0.23328E+02    0.75031E-19
    0.23799E+02    0.64019E-19
    0.24280E+02    0.54486E-19
    0.24771E+02    0.46266E-19
    0.25271E+02    0.39204E-19
    0.25782E+02    0.33163E-19
    0.26302E+02    0.28034E-19
    0.26834E+02    0.23712E-19
