#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   125    0.37790E+04   -0.41822E+02    0.22031E-05   -0.41822E+02    0.10891E+01   -0.78796E-08    0.22031E-05   -0.78796E-08    0.51169E-11
   126    0.38171E+04   -0.42230E+02    0.21646E-05   -0.42230E+02    0.10920E+01   -0.77052E-08    0.21646E-05   -0.77052E-08    0.50003E-11
   127    0.38551E+04   -0.42617E+02    0.21271E-05   -0.42617E+02    0.10942E+01   -0.75297E-08    0.21271E-05   -0.75297E-08    0.48870E-11
   128    0.38931E+04   -0.42984E+02    0.20904E-05   -0.42984E+02    0.10960E+01   -0.73538E-08    0.20904E-05   -0.73538E-08    0.47770E-11
   129    0.39311E+04   -0.43330E+02    0.20547E-05   -0.43330E+02    0.10971E+01   -0.71784E-08    0.20547E-05   -0.71784E-08    0.46700E-11
   130    0.39690E+04   -0.43653E+02    0.20197E-05   -0.43653E+02    0.10976E+01   -0.70043E-08    0.20197E-05   -0.70043E-08    0.45661E-11
   131    0.40068E+04   -0.43956E+02    0.19856E-05   -0.43956E+02    0.10976E+01   -0.68324E-08    0.19856E-05   -0.68324E-08    0.44649E-11
   132    0.40446E+04   -0.44234E+02    0.19523E-05   -0.44234E+02    0.10970E+01   -0.66629E-08    0.19523E-05   -0.66629E-08    0.43665E-11
   133    0.40823E+04   -0.44491E+02    0.19198E-05   -0.44491E+02    0.10958E+01   -0.64961E-08    0.19198E-05   -0.64961E-08    0.42708E-11
   134    0.41198E+04   -0.44721E+02    0.18880E-05   -0.44721E+02    0.10941E+01   -0.63320E-08    0.18880E-05   -0.63320E-08    0.41777E-11
   135    0.41573E+04   -0.44929E+02    0.18570E-05   -0.44929E+02    0.10918E+01   -0.61710E-08    0.18570E-05   -0.61710E-08    0.40871E-11
   136    0.41945E+04   -0.45110E+02    0.18266E-05   -0.45110E+02    0.10890E+01   -0.60132E-08    0.18266E-05   -0.60132E-08    0.39990E-11
   137    0.42317E+04   -0.45266E+02    0.17970E-05   -0.45266E+02    0.10856E+01   -0.58588E-08    0.17970E-05   -0.58588E-08    0.39133E-11
   138    0.42686E+04   -0.45396E+02    0.17680E-05   -0.45396E+02    0.10817E+01   -0.57080E-08    0.17680E-05   -0.57080E-08    0.38300E-11
   139    0.43052E+04   -0.45500E+02    0.17397E-05   -0.45500E+02    0.10774E+01   -0.55610E-08    0.17397E-05   -0.55610E-08    0.37489E-11
   140    0.43418E+04   -0.45578E+02    0.17120E-05   -0.45578E+02    0.10724E+01   -0.54181E-08    0.17120E-05   -0.54181E-08    0.36700E-11
