#    L    TT             EE             BB             TE          
   264    0.45835E+04    0.57931E+01    0.19286E-01    0.10477E+03
   265    0.45489E+04    0.59443E+01    0.19406E-01    0.10569E+03
   266    0.45141E+04    0.60976E+01    0.19525E-01    0.10658E+03
   267    0.44789E+04    0.62524E+01    0.19644E-01    0.10744E+03
   268    0.44435E+04    0.64091E+01    0.19762E-01    0.10826E+03
   269    0.44078E+04    0.65675E+01    0.19880E-01    0.10904E+03
   270    0.43719E+04    0.67274E+01    0.19997E-01    0.10979E+03
   271    0.43358E+04    0.68889E+01    0.20114E-01    0.11050E+03
   272    0.42996E+04    0.70521E+01    0.20230E-01    0.11117E+03
   273    0.42631E+04    0.72165E+01    0.20345E-01    0.11181E+03
   274    0.42265E+04    0.73826E+01    0.20460E-01    0.11240E+03
   275    0.41897E+04    0.75497E+01    0.20575E-01    0.11296E+03
   276    0.41529E+04    0.77183E+01    0.20688E-01    0.11347E+03
   277    0.41158E+04    0.78880E+01    0.20802E-01    0.11396E+03
   278    0.40786E+04    0.80590E+01    0.20914E-01    0.11439E+03
   279    0.40414E+04    0.82310E+01    0.21026E-01    0.11479E+03
   280    0.40040E+04    0.84040E+01    0.21137E-01    0.11515E+03
   281    0.39667E+04    0.85780E+01    0.21248E-01    0.11547E+03
   282    0.39292E+04    0.87528E+01    0.21358E-01    0.11575E+03
   283    0.38917E+04    0.89284E+01    0.21467E-01    0.11598E+03
   284    0.38542E+04    0.91049E+01    0.21576E-01    0.11618E+03
   285    0.38167E+04    0.92820E+01    0.21684E-01    0.11633E+03
   286    0.37792E+04    0.94598E+01    0.21792E-01    0.11644E+03
   287    0.37416E+04    0.96380E+01    0.21899E-01    0.11651E+03
   288    0.37042E+04    0.98168E+01    0.22006E-01    0.11654E+03
   289    0.36667E+04    0.99958E+01    0.22111E-01    0.11652E+03
   290    0.36294E+04    0.10175E+02    0.22217E-01    0.11647E+03
   291    0.35921E+04    0.10355E+02    0.22321E-01    0.11636E+03
   292    0.35547E+04    0.10535E+02    0.22426E-01    0.11622E+03
   293    0.35176E+04    0.10714E+02    0.22529E-01    0.11603E+03
   294    0.34805E+04    0.10894E+02    0.22632E-01    0.11581E+03
   295    0.34438E+04    0.11074E+02    0.22735E-01    0.11553E+03
   296    0.34070E+04    0.11253E+02    0.22837E-01    0.11522E+03
   297    0.33705E+04    0.11432E+02    0.22938E-01    0.11486E+03
   298    0.33340E+04    0.11611E+02    0.23039E-01    0.11446E+03
   299    0.32977E+04    0.11790E+02    0.23139E-01    0.11401E+03
   300    0.32617E+04    0.11967E+02    0.23239E-01    0.11351E+03
   301    0.32258E+04    0.12144E+02    0.23338E-01    0.11298E+03
   302    0.31902E+04    0.12319E+02    0.23437E-01    0.11241E+03
   303    0.31549E+04    0.12495E+02    0.23535E-01    0.11179E+03
   304    0.31197E+04    0.12670E+02    0.23632E-01    0.11112E+03
   305    0.30849E+04    0.12844E+02    0.23730E-01    0.11042E+03
   306    0.30502E+04    0.13017E+02    0.23826E-01    0.10967E+03
   307    0.30159E+04    0.13188E+02    0.23923E-01    0.10888E+03
   308    0.29818E+04    0.13360E+02    0.24019E-01    0.10806E+03
   309    0.29481E+04    0.13530E+02    0.24114E-01    0.10718E+03
   310    0.29146E+04    0.13698E+02    0.24209E-01    0.10627E+03
   311    0.28814E+04    0.13866E+02    0.24304E-01    0.10532E+03
   312    0.28485E+04    0.14031E+02    0.24398E-01    0.10434E+03
   313    0.28160E+04    0.14196E+02    0.24492E-01    0.10331E+03
   314    0.27838E+04    0.14359E+02    0.24585E-01    0.10225E+03
   315    0.27519E+04    0.14520E+02    0.24679E-01    0.10114E+03
   316    0.27203E+04    0.14680E+02    0.24771E-01    0.10000E+03
   317    0.26891E+04    0.14838E+02    0.24864E-01    0.98829E+02
   318    0.26582E+04    0.14995E+02    0.24956E-01    0.97619E+02
   319    0.26278E+04    0.15149E+02    0.25048E-01    0.96374E+02
   320    0.25977E+04    0.15302E+02    0.25140E-01    0.95102E+02
   321    0.25680E+04    0.15453E+02    0.25231E-01    0.93790E+02
   322    0.25386E+04    0.15601E+02    0.25323E-01    0.92445E+02
   323    0.25097E+04    0.15748E+02    0.25413E-01    0.91068E+02
   324    0.24812E+04    0.15893E+02    0.25504E-01    0.89652E+02
   325    0.24531E+04    0.16033E+02    0.25595E-01    0.88219E+02
   326    0.24253E+04    0.16173E+02    0.25685E-01    0.86741E+02
   327    0.23980E+04    0.16310E+02    0.25776E-01    0.85240E+02
   328    0.23712E+04    0.16444E+02    0.25866E-01    0.83717E+02
   329    0.23448E+04    0.16576E+02    0.25956E-01    0.82158E+02
   330    0.23188E+04    0.16705E+02    0.26046E-01    0.80570E+02
   331    0.22934E+04    0.16831E+02    0.26136E-01    0.78962E+02
   332    0.22683E+04    0.16955E+02    0.26225E-01    0.77333E+02
   333    0.22437E+04    0.17076E+02    0.26315E-01    0.75678E+02
   334    0.22196E+04    0.17194E+02    0.26405E-01    0.73997E+02
   335    0.21958E+04    0.17308E+02    0.26495E-01    0.72290E+02
   336    0.21726E+04    0.17419E+02    0.26585E-01    0.70566E+02
   337    0.21500E+04    0.17528E+02    0.26675E-01    0.68809E+02
   338    0.21277E+04    0.17633E+02    0.26765E-01    0.67043E+02
   339    0.21061E+04    0.17735E+02    0.26855E-01    0.65254E+02
   340    0.20848E+04    0.17833E+02    0.26945E-01    0.63456E+02
   341    0.20640E+04    0.17928E+02    0.27036E-01    0.61629E+02
   342    0.20438E+04    0.18020E+02    0.27126E-01    0.59787E+02
   343    0.20241E+04    0.18107E+02    0.27217E-01    0.57931E+02
   344    0.20050E+04    0.18191E+02    0.27308E-01    0.56062E+02
   345    0.19863E+04    0.18271E+02    0.27399E-01    0.54180E+02
   346    0.19682E+04    0.18348E+02    0.27491E-01    0.52294E+02
   347    0.19506E+04    0.18420E+02    0.27582E-01    0.50388E+02
   348    0.19336E+04    0.18488E+02    0.27674E-01    0.48470E+02
   349    0.19170E+04    0.18552E+02    0.27766E-01    0.46543E+02
   350    0.19010E+04    0.18612E+02    0.27859E-01    0.44612E+02
   351    0.18857E+04    0.18668E+02    0.27952E-01    0.42672E+02
   352    0.18708E+04    0.18719E+02    0.28045E-01    0.40722E+02
   353    0.18565E+04    0.18766E+02    0.28139E-01    0.38778E+02
   354    0.18426E+04    0.18809E+02    0.28233E-01    0.36817E+02
   355    0.18294E+04    0.18848E+02    0.28328E-01    0.34854E+02
   356    0.18167E+04    0.18884E+02    0.28423E-01    0.32898E+02
   357    0.18045E+04    0.18914E+02    0.28518E-01    0.30933E+02
   358    0.17929E+04    0.18940E+02    0.28614E-01    0.28973E+02
   359    0.17817E+04    0.18961E+02    0.28710E-01    0.27006E+02
   360    0.17711E+04    0.18979E+02    0.28807E-01    0.25041E+02
   361    0.17611E+04    0.18993E+02    0.28905E-01    0.23074E+02
