#    L    TT             EE             BB             TE          
   377    0.17274E+04    0.18349E+02    0.41521E-01    0.37184E+02
   378    0.17152E+04    0.18387E+02    0.41655E-01    0.35410E+02
   379    0.17034E+04    0.18422E+02    0.41790E-01    0.33633E+02
   380    0.16922E+04    0.18455E+02    0.41925E-01    0.31852E+02
   381    0.16813E+04    0.18481E+02    0.42061E-01    0.30069E+02
   382    0.16708E+04    0.18506E+02    0.42197E-01    0.28286E+02
   383    0.16608E+04    0.18526E+02    0.42334E-01    0.26500E+02
   384    0.16513E+04    0.18543E+02    0.42472E-01    0.24716E+02
   385    0.16421E+04    0.18557E+02    0.42611E-01    0.22932E+02
   386    0.16334E+04    0.18567E+02    0.42750E-01    0.21150E+02
   387    0.16251E+04    0.18574E+02    0.42890E-01    0.19370E+02
   388    0.16173E+04    0.18576E+02    0.43030E-01    0.17594E+02
   389    0.16098E+04    0.18574E+02    0.43172E-01    0.15821E+02
   390    0.16028E+04    0.18570E+02    0.43314E-01    0.14055E+02
   391    0.15962E+04    0.18562E+02    0.43457E-01    0.12293E+02
   392    0.15900E+04    0.18552E+02    0.43601E-01    0.10538E+02
   393    0.15843E+04    0.18538E+02    0.43745E-01    0.87901E+01
