#    L    TT             EE             TE             PP             TP          
   288    0.43057E+04    0.74032E+01    0.11265E+03    0.20081E+07    0.14221E+04
   289    0.42728E+04    0.75691E+01    0.11331E+03    0.20002E+07    0.14102E+04
   290    0.42398E+04    0.77364E+01    0.11393E+03    0.19923E+07    0.13984E+04
   291    0.42066E+04    0.79057E+01    0.11451E+03    0.19844E+07    0.13866E+04
   292    0.41731E+04    0.80761E+01    0.11506E+03    0.19766E+07    0.13750E+04
   293    0.41397E+04    0.82471E+01    0.11557E+03    0.19688E+07    0.13634E+04
   294    0.41061E+04    0.84201E+01    0.11605E+03    0.19611E+07    0.13519E+04
   295    0.40725E+04    0.85937E+01    0.11648E+03    0.19534E+07    0.13405E+04
   296    0.40387E+04    0.87694E+01    0.11688E+03    0.19458E+07    0.13292E+04
   297    0.40049E+04    0.89449E+01    0.11725E+03    0.19382E+07    0.13180E+04
   298    0.39709E+04    0.91225E+01    0.11758E+03    0.19306E+07    0.13068E+04
   299    0.39369E+04    0.93014E+01    0.11786E+03    0.19231E+07    0.12957E+04
   300    0.39028E+04    0.94801E+01    0.11811E+03    0.19157E+07    0.12847E+04
   301    0.38686E+04    0.96601E+01    0.11832E+03    0.19082E+07    0.12738E+04
   302    0.38345E+04    0.98407E+01    0.11850E+03    0.19009E+07    0.12630E+04
   303    0.38004E+04    0.10023E+02    0.11863E+03    0.18935E+07    0.12522E+04
   304    0.37662E+04    0.10206E+02    0.11872E+03    0.18862E+07    0.12415E+04
   305    0.37321E+04    0.10389E+02    0.11877E+03    0.18790E+07    0.12309E+04
   306    0.36979E+04    0.10572E+02    0.11879E+03    0.18718E+07    0.12204E+04
   307    0.36638E+04    0.10756E+02    0.11876E+03    0.18646E+07    0.12099E+04
   308    0.36297E+04    0.10942E+02    0.11871E+03    0.18574E+07    0.11995E+04
   309    0.35957E+04    0.11127E+02    0.11860E+03    0.18503E+07    0.11892E+04
   310    0.35617E+04    0.11312E+02    0.11846E+03    0.18433E+07    0.11790E+04
   311    0.35278E+04    0.11499E+02    0.11828E+03    0.18363E+07    0.11688E+04
   312    0.34940E+04    0.11684E+02    0.11806E+03    0.18293E+07    0.11588E+04
   313    0.34602E+04    0.11871E+02    0.11780E+03    0.18223E+07    0.11488E+04
   314    0.34266E+04    0.12058E+02    0.11750E+03    0.18154E+07    0.11388E+04
   315    0.33930E+04    0.12243E+02    0.11717E+03    0.18086E+07    0.11290E+04
   316    0.33596E+04    0.12430E+02    0.11679E+03    0.18017E+07    0.11192E+04
   317    0.33263E+04    0.12615E+02    0.11637E+03    0.17950E+07    0.11095E+04
   318    0.32931E+04    0.12802E+02    0.11592E+03    0.17882E+07    0.10998E+04
   319    0.32601E+04    0.12987E+02    0.11543E+03    0.17815E+07    0.10903E+04
   320    0.32273E+04    0.13172E+02    0.11491E+03    0.17748E+07    0.10808E+04
