#    L    TT             EE             BB             TE             PP             TP             EP          
   170    0.50305E+04    0.91571E+00    0.00000E+00   -0.41392E+02    0.74121E-07    0.22240E-03   -0.67640E-06
   171    0.50575E+04    0.90427E+00    0.00000E+00   -0.40848E+02    0.73722E-07    0.22045E-03   -0.67535E-06
   172    0.50841E+04    0.89272E+00    0.00000E+00   -0.40277E+02    0.73326E-07    0.21853E-03   -0.67375E-06
   173    0.51102E+04    0.88104E+00    0.00000E+00   -0.39677E+02    0.72934E-07    0.21663E-03   -0.67153E-06
   174    0.51360E+04    0.86955E+00    0.00000E+00   -0.39049E+02    0.72544E-07    0.21475E-03   -0.66860E-06
   175    0.51613E+04    0.85794E+00    0.00000E+00   -0.38392E+02    0.72158E-07    0.21290E-03   -0.66490E-06
   176    0.51861E+04    0.84645E+00    0.00000E+00   -0.37706E+02    0.71774E-07    0.21106E-03   -0.66036E-06
   177    0.52104E+04    0.83499E+00    0.00000E+00   -0.36992E+02    0.71394E-07    0.20925E-03   -0.65500E-06
   178    0.52343E+04    0.82381E+00    0.00000E+00   -0.36249E+02    0.71017E-07    0.20745E-03   -0.64885E-06
   179    0.52576E+04    0.81259E+00    0.00000E+00   -0.35478E+02    0.70643E-07    0.20568E-03   -0.64193E-06
   180    0.52806E+04    0.80157E+00    0.00000E+00   -0.34679E+02    0.70271E-07    0.20393E-03   -0.63429E-06
   181    0.53030E+04    0.79076E+00    0.00000E+00   -0.33853E+02    0.69903E-07    0.20220E-03   -0.62595E-06
   182    0.53249E+04    0.78022E+00    0.00000E+00   -0.32999E+02    0.69538E-07    0.20048E-03   -0.61695E-06
   183    0.53463E+04    0.76989E+00    0.00000E+00   -0.32117E+02    0.69175E-07    0.19879E-03   -0.60732E-06
   184    0.53672E+04    0.75985E+00    0.00000E+00   -0.31207E+02    0.68816E-07    0.19711E-03   -0.59709E-06
   185    0.53877E+04    0.75024E+00    0.00000E+00   -0.30272E+02    0.68459E-07    0.19545E-03   -0.58628E-06
   186    0.54072E+04    0.74093E+00    0.00000E+00   -0.29308E+02    0.68105E-07    0.19381E-03   -0.57495E-06
   187    0.54266E+04    0.73207E+00    0.00000E+00   -0.28317E+02    0.67754E-07    0.19219E-03   -0.56311E-06
   188    0.54454E+04    0.72364E+00    0.00000E+00   -0.27301E+02    0.67406E-07    0.19058E-03   -0.55079E-06
   189    0.54635E+04    0.71568E+00    0.00000E+00   -0.26258E+02    0.67060E-07    0.18899E-03   -0.53804E-06
   190    0.54815E+04    0.70825E+00    0.00000E+00   -0.25190E+02    0.66718E-07    0.18742E-03   -0.52488E-06
   191    0.54985E+04    0.70137E+00    0.00000E+00   -0.24095E+02    0.66377E-07    0.18587E-03   -0.51134E-06
   192    0.55151E+04    0.69507E+00    0.00000E+00   -0.22974E+02    0.66040E-07    0.18433E-03   -0.49746E-06
   193    0.55311E+04    0.68940E+00    0.00000E+00   -0.21830E+02    0.65705E-07    0.18280E-03   -0.48326E-06
   194    0.55466E+04    0.68438E+00    0.00000E+00   -0.20660E+02    0.65373E-07    0.18129E-03   -0.46879E-06
   195    0.55615E+04    0.68007E+00    0.00000E+00   -0.19466E+02    0.65043E-07    0.17980E-03   -0.45407E-06
   196    0.55758E+04    0.67649E+00    0.00000E+00   -0.18248E+02    0.64716E-07    0.17832E-03   -0.43912E-06
   197    0.55896E+04    0.67370E+00    0.00000E+00   -0.17007E+02    0.64392E-07    0.17685E-03   -0.42400E-06
