#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.309877E-04   0.471051E+06   0.471051E+06   0.628012E+06   0.628009E+06   0.508961E+06   0.471520E+06   0.471051E+06   0.476705E+06  -0.602527E+00   0.469543E+06   0.469543E+06   0.604817E+00
   0.320358E-04   0.471051E+06   0.471051E+06   0.628008E+06   0.628004E+06   0.508959E+06   0.471519E+06   0.471051E+06   0.476705E+06  -0.602527E+00   0.469543E+06   0.469543E+06   0.625273E+00
   0.331193E-04   0.471051E+06   0.471051E+06   0.628004E+06   0.628000E+06   0.508957E+06   0.471519E+06   0.471051E+06   0.476704E+06  -0.602527E+00   0.469543E+06   0.469543E+06   0.646421E+00
   0.342395E-04   0.471051E+06   0.471051E+06   0.627999E+06   0.627995E+06   0.508954E+06   0.471519E+06   0.471051E+06   0.476704E+06  -0.602527E+00   0.469543E+06   0.469543E+06   0.668284E+00
   0.353976E-04   0.471051E+06   0.471051E+06   0.627994E+06   0.627990E+06   0.508952E+06   0.471519E+06   0.471051E+06   0.476704E+06  -0.602526E+00   0.469543E+06   0.469543E+06   0.690887E+00
   0.365948E-04   0.471051E+06   0.471051E+06   0.627989E+06   0.627984E+06   0.508949E+06   0.471519E+06   0.471051E+06   0.476704E+06  -0.602526E+00   0.469542E+06   0.469542E+06   0.714254E+00
   0.378326E-04   0.471051E+06   0.471051E+06   0.627983E+06   0.627978E+06   0.508946E+06   0.471519E+06   0.471051E+06   0.476704E+06  -0.602526E+00   0.469542E+06   0.469542E+06   0.738412E+00
   0.391122E-04   0.471051E+06   0.471050E+06   0.627977E+06   0.627972E+06   0.508943E+06   0.471518E+06   0.471050E+06   0.476703E+06  -0.602526E+00   0.469542E+06   0.469542E+06   0.763387E+00
   0.404350E-04   0.471050E+06   0.471050E+06   0.627971E+06   0.627965E+06   0.508939E+06   0.471518E+06   0.471050E+06   0.476703E+06  -0.602525E+00   0.469542E+06   0.469542E+06   0.789206E+00
   0.418027E-04   0.471050E+06   0.471050E+06   0.627964E+06   0.627958E+06   0.508936E+06   0.471518E+06   0.471050E+06   0.476703E+06  -0.602525E+00   0.469542E+06   0.469542E+06   0.815898E+00
   0.432165E-04   0.471050E+06   0.471050E+06   0.627957E+06   0.627950E+06   0.508932E+06   0.471518E+06   0.471050E+06   0.476702E+06  -0.602524E+00   0.469542E+06   0.469542E+06   0.843493E+00
   0.446782E-04   0.471050E+06   0.471050E+06   0.627949E+06   0.627942E+06   0.508928E+06   0.471517E+06   0.471050E+06   0.476702E+06  -0.602524E+00   0.469541E+06   0.469541E+06   0.872022E+00
   0.461894E-04   0.471050E+06   0.471049E+06   0.627940E+06   0.627933E+06   0.508924E+06   0.471517E+06   0.471050E+06   0.476702E+06  -0.602523E+00   0.469541E+06   0.469541E+06   0.901515E+00
   0.477516E-04   0.471049E+06   0.471049E+06   0.627931E+06   0.627923E+06   0.508919E+06   0.471517E+06   0.471049E+06   0.476701E+06  -0.602523E+00   0.469541E+06   0.469541E+06   0.932006E+00
   0.493667E-04   0.471049E+06   0.471049E+06   0.627922E+06   0.627913E+06   0.508914E+06   0.471516E+06   0.471049E+06   0.476701E+06  -0.602522E+00   0.469541E+06   0.469541E+06   0.963528E+00
   0.510364E-04   0.471049E+06   0.471048E+06   0.627912E+06   0.627902E+06   0.508909E+06   0.471516E+06   0.471049E+06   0.476701E+06  -0.602522E+00   0.469540E+06   0.469540E+06   0.996116E+00
   0.527626E-04   0.471048E+06   0.471048E+06   0.627901E+06   0.627891E+06   0.508903E+06   0.471516E+06   0.471048E+06   0.476700E+06  -0.602521E+00   0.469540E+06   0.469540E+06   0.102981E+01
   0.545472E-04   0.471048E+06   0.471048E+06   0.627889E+06   0.627878E+06   0.508897E+06   0.471515E+06   0.471048E+06   0.476700E+06  -0.602521E+00   0.469540E+06   0.469540E+06   0.106464E+01
   0.563921E-04   0.471048E+06   0.471048E+06   0.627876E+06   0.627865E+06   0.508890E+06   0.471515E+06   0.471048E+06   0.476699E+06  -0.602520E+00   0.469539E+06   0.469539E+06   0.110064E+01
   0.582995E-04   0.471047E+06   0.471047E+06   0.627863E+06   0.627851E+06   0.508883E+06   0.471515E+06   0.471047E+06   0.476699E+06  -0.602519E+00   0.469539E+06   0.469539E+06   0.113787E+01
   0.602713E-04   0.471047E+06   0.471047E+06   0.627849E+06   0.627836E+06   0.508876E+06   0.471514E+06   0.471047E+06   0.476698E+06  -0.602518E+00   0.469539E+06   0.469538E+06   0.117635E+01
   0.623098E-04   0.471047E+06   0.471046E+06   0.627833E+06   0.627820E+06   0.508868E+06   0.471514E+06   0.471047E+06   0.476697E+06  -0.602517E+00   0.469538E+06   0.469538E+06   0.121614E+01
   0.644173E-04   0.471046E+06   0.471046E+06   0.627817E+06   0.627803E+06   0.508859E+06   0.471513E+06   0.471046E+06   0.476697E+06  -0.602517E+00   0.469538E+06   0.469538E+06   0.125727E+01
   0.665961E-04   0.471046E+06   0.471045E+06   0.627800E+06   0.627784E+06   0.508850E+06   0.471512E+06   0.471046E+06   0.476696E+06  -0.602516E+00   0.469537E+06   0.469537E+06   0.129979E+01
   0.688486E-04   0.471045E+06   0.471045E+06   0.627781E+06   0.627764E+06   0.508840E+06   0.471512E+06   0.471045E+06   0.476695E+06  -0.602515E+00   0.469537E+06   0.469537E+06   0.134375E+01
   0.711772E-04   0.471045E+06   0.471044E+06   0.627761E+06   0.627743E+06   0.508830E+06   0.471511E+06   0.471045E+06   0.476694E+06  -0.602513E+00   0.469536E+06   0.469536E+06   0.138919E+01
   0.735846E-04   0.471044E+06   0.471044E+06   0.627740E+06   0.627721E+06   0.508819E+06   0.471510E+06   0.471044E+06   0.476693E+06  -0.602512E+00   0.469535E+06   0.469535E+06   0.143618E+01
   0.760734E-04   0.471044E+06   0.471043E+06   0.627717E+06   0.627697E+06   0.508807E+06   0.471510E+06   0.471043E+06   0.476693E+06  -0.602511E+00   0.469535E+06   0.469535E+06   0.148475E+01
   0.786464E-04   0.471043E+06   0.471042E+06   0.627693E+06   0.627671E+06   0.508794E+06   0.471509E+06   0.471043E+06   0.476692E+06  -0.602510E+00   0.469534E+06   0.469534E+06   0.153496E+01
   0.813065E-04   0.471042E+06   0.471042E+06   0.627667E+06   0.627644E+06   0.508781E+06   0.471508E+06   0.471042E+06   0.476690E+06  -0.602508E+00   0.469533E+06   0.469533E+06   0.158687E+01
   0.840565E-04   0.471041E+06   0.471041E+06   0.627639E+06   0.627614E+06   0.508766E+06   0.471507E+06   0.471041E+06   0.476689E+06  -0.602507E+00   0.469533E+06   0.469533E+06   0.164054E+01
   0.868995E-04   0.471041E+06   0.471040E+06   0.627609E+06   0.627583E+06   0.508751E+06   0.471506E+06   0.471040E+06   0.476688E+06  -0.602505E+00   0.469532E+06   0.469532E+06   0.169602E+01
   0.898387E-04   0.471040E+06   0.471039E+06   0.627577E+06   0.627549E+06   0.508734E+06   0.471505E+06   0.471040E+06   0.476687E+06  -0.602503E+00   0.469531E+06   0.469531E+06   0.175338E+01
   0.928773E-04   0.471039E+06   0.471038E+06   0.627544E+06   0.627514E+06   0.508716E+06   0.471504E+06   0.471039E+06   0.476685E+06  -0.602501E+00   0.469530E+06   0.469530E+06   0.181268E+01
   0.960186E-04   0.471038E+06   0.471037E+06   0.627507E+06   0.627475E+06   0.508698E+06   0.471503E+06   0.471038E+06   0.476684E+06  -0.602499E+00   0.469529E+06   0.469529E+06   0.187398E+01
   0.992662E-04   0.471037E+06   0.471036E+06   0.627468E+06   0.627434E+06   0.508677E+06   0.471501E+06   0.471037E+06   0.476682E+06  -0.602497E+00   0.469528E+06   0.469528E+06   0.193735E+01
   0.102624E-03   0.471036E+06   0.471035E+06   0.627427E+06   0.627391E+06   0.508656E+06   0.471500E+06   0.471036E+06   0.476680E+06  -0.602495E+00   0.469527E+06   0.469526E+06   0.200287E+01
   0.106095E-03   0.471034E+06   0.471033E+06   0.627383E+06   0.627344E+06   0.508633E+06   0.471498E+06   0.471034E+06   0.476679E+06  -0.602492E+00   0.469525E+06   0.469525E+06   0.207060E+01
   0.109683E-03   0.471033E+06   0.471032E+06   0.627336E+06   0.627294E+06   0.508608E+06   0.471497E+06   0.471033E+06   0.476677E+06  -0.602490E+00   0.469524E+06   0.469524E+06   0.214062E+01
   0.113393E-03   0.471032E+06   0.471031E+06   0.627285E+06   0.627240E+06   0.508582E+06   0.471495E+06   0.471032E+06   0.476675E+06  -0.602487E+00   0.469523E+06   0.469522E+06   0.221301E+01
   0.117228E-03   0.471030E+06   0.471029E+06   0.627231E+06   0.627183E+06   0.508553E+06   0.471493E+06   0.471030E+06   0.476672E+06  -0.602484E+00   0.469521E+06   0.469521E+06   0.228785E+01
   0.121193E-03   0.471029E+06   0.471027E+06   0.627173E+06   0.627122E+06   0.508523E+06   0.471492E+06   0.471029E+06   0.476670E+06  -0.602481E+00   0.469519E+06   0.469519E+06   0.236522E+01
   0.125292E-03   0.471027E+06   0.471026E+06   0.627112E+06   0.627057E+06   0.508491E+06   0.471489E+06   0.471027E+06   0.476667E+06  -0.602477E+00   0.469518E+06   0.469517E+06   0.244520E+01
   0.129530E-03   0.471025E+06   0.471024E+06   0.627046E+06   0.626988E+06   0.508456E+06   0.471487E+06   0.471025E+06   0.476665E+06  -0.602474E+00   0.469516E+06   0.469516E+06   0.252788E+01
