#    L    TT             EE             BB             TE          
   329    0.26405E+04    0.16367E+02    0.27454E-01    0.96246E+02
   330    0.26117E+04    0.16525E+02    0.27548E-01    0.94918E+02
   331    0.25833E+04    0.16681E+02    0.27642E-01    0.93563E+02
   332    0.25553E+04    0.16835E+02    0.27736E-01    0.92184E+02
   333    0.25276E+04    0.16987E+02    0.27830E-01    0.90771E+02
   334    0.25003E+04    0.17137E+02    0.27923E-01    0.89326E+02
   335    0.24734E+04    0.17283E+02    0.28016E-01    0.87850E+02
   336    0.24469E+04    0.17428E+02    0.28109E-01    0.86349E+02
   337    0.24209E+04    0.17570E+02    0.28202E-01    0.84809E+02
   338    0.23952E+04    0.17709E+02    0.28294E-01    0.83253E+02
   339    0.23700E+04    0.17846E+02    0.28387E-01    0.81667E+02
   340    0.23452E+04    0.17980E+02    0.28479E-01    0.80065E+02
   341    0.23208E+04    0.18110E+02    0.28572E-01    0.78426E+02
   342    0.22969E+04    0.18239E+02    0.28664E-01    0.76764E+02
   343    0.22734E+04    0.18364E+02    0.28756E-01    0.75081E+02
   344    0.22505E+04    0.18485E+02    0.28848E-01    0.73376E+02
   345    0.22279E+04    0.18603E+02    0.28940E-01    0.71651E+02
   346    0.22058E+04    0.18719E+02    0.29032E-01    0.69911E+02
   347    0.21842E+04    0.18831E+02    0.29124E-01    0.68144E+02
   348    0.21631E+04    0.18939E+02    0.29216E-01    0.66357E+02
   349    0.21424E+04    0.19044E+02    0.29308E-01    0.64550E+02
   350    0.21222E+04    0.19145E+02    0.29400E-01    0.62730E+02
   351    0.21027E+04    0.19243E+02    0.29493E-01    0.60892E+02
   352    0.20835E+04    0.19337E+02    0.29585E-01    0.59035E+02
   353    0.20648E+04    0.19427E+02    0.29678E-01    0.57173E+02
   354    0.20466E+04    0.19513E+02    0.29770E-01    0.55285E+02
   355    0.20290E+04    0.19596E+02    0.29863E-01    0.53387E+02
   356    0.20118E+04    0.19675E+02    0.29956E-01    0.51485E+02
   357    0.19951E+04    0.19751E+02    0.30050E-01    0.49564E+02
   358    0.19790E+04    0.19821E+02    0.30143E-01    0.47640E+02
   359    0.19633E+04    0.19888E+02    0.30237E-01    0.45699E+02
   360    0.19481E+04    0.19951E+02    0.30332E-01    0.43750E+02
   361    0.19334E+04    0.20011E+02    0.30426E-01    0.41791E+02
   362    0.19192E+04    0.20067E+02    0.30521E-01    0.39824E+02
   363    0.19055E+04    0.20119E+02    0.30616E-01    0.37851E+02
   364    0.18924E+04    0.20166E+02    0.30712E-01    0.35870E+02
   365    0.18797E+04    0.20210E+02    0.30808E-01    0.33886E+02
   366    0.18675E+04    0.20250E+02    0.30904E-01    0.31895E+02
   367    0.18558E+04    0.20284E+02    0.31001E-01    0.29902E+02
   368    0.18446E+04    0.20316E+02    0.31098E-01    0.27907E+02
   369    0.18339E+04    0.20344E+02    0.31196E-01    0.25908E+02
   370    0.18238E+04    0.20367E+02    0.31294E-01    0.23911E+02
   371    0.18140E+04    0.20386E+02    0.31392E-01    0.21911E+02
   372    0.18048E+04    0.20401E+02    0.31492E-01    0.19914E+02
   373    0.17960E+04    0.20412E+02    0.31591E-01    0.17917E+02
   374    0.17878E+04    0.20420E+02    0.31691E-01    0.15924E+02
   375    0.17800E+04    0.20423E+02    0.31792E-01    0.13934E+02
   376    0.17727E+04    0.20423E+02    0.31894E-01    0.11949E+02
   377    0.17659E+04    0.20417E+02    0.31996E-01    0.99699E+01
   378    0.17595E+04    0.20408E+02    0.32098E-01    0.79954E+01
   379    0.17536E+04    0.20395E+02    0.32201E-01    0.60297E+01
   380    0.17483E+04    0.20379E+02    0.32305E-01    0.40707E+01
   381    0.17433E+04    0.20356E+02    0.32410E-01    0.21215E+01
   382    0.17387E+04    0.20331E+02    0.32515E-01    0.18304E+00
   383    0.17347E+04    0.20301E+02    0.32621E-01   -0.17461E+01
   384    0.17312E+04    0.20266E+02    0.32728E-01   -0.36619E+01
   385    0.17280E+04    0.20230E+02    0.32836E-01   -0.55659E+01
   386    0.17253E+04    0.20188E+02    0.32944E-01   -0.74556E+01
   387    0.17231E+04    0.20142E+02    0.33053E-01   -0.93309E+01
   388    0.17212E+04    0.20092E+02    0.33163E-01   -0.11190E+02
   389    0.17198E+04    0.20036E+02    0.33273E-01   -0.13033E+02
   390    0.17188E+04    0.19980E+02    0.33384E-01   -0.14858E+02
   391    0.17183E+04    0.19918E+02    0.33496E-01   -0.16665E+02
   392    0.17181E+04    0.19854E+02    0.33609E-01   -0.18453E+02
   393    0.17184E+04    0.19785E+02    0.33723E-01   -0.20220E+02
