#    L    TT             EE             BB             TE             PP             TP             EP          
   104    0.28922E+04    0.88425E+00    0.00000E+00   -0.27961E+02    0.95392E-07    0.35186E-03   -0.91550E-06
   105    0.29266E+04    0.89762E+00    0.00000E+00   -0.28633E+02    0.94692E-07    0.34783E-03   -0.93287E-06
   106    0.29613E+04    0.91076E+00    0.00000E+00   -0.29300E+02    0.93998E-07    0.34389E-03   -0.94990E-06
   107    0.29959E+04    0.92351E+00    0.00000E+00   -0.29962E+02    0.93309E-07    0.34002E-03   -0.96623E-06
   108    0.30310E+04    0.93595E+00    0.00000E+00   -0.30620E+02    0.92625E-07    0.33623E-03   -0.98150E-06
   109    0.30661E+04    0.94799E+00    0.00000E+00   -0.31271E+02    0.91947E-07    0.33251E-03   -0.99537E-06
   110    0.31014E+04    0.95965E+00    0.00000E+00   -0.31914E+02    0.91275E-07    0.32886E-03   -0.10075E-05
   111    0.31369E+04    0.97098E+00    0.00000E+00   -0.32551E+02    0.90609E-07    0.32528E-03   -0.10175E-05
   112    0.31725E+04    0.98193E+00    0.00000E+00   -0.33181E+02    0.89948E-07    0.32177E-03   -0.10256E-05
   113    0.32083E+04    0.99248E+00    0.00000E+00   -0.33802E+02    0.89294E-07    0.31833E-03   -0.10317E-05
   114    0.32442E+04    0.10026E+01    0.00000E+00   -0.34413E+02    0.88644E-07    0.31495E-03   -0.10359E-05
   115    0.32804E+04    0.10123E+01    0.00000E+00   -0.35015E+02    0.88001E-07    0.31164E-03   -0.10384E-05
   116    0.33165E+04    0.10216E+01    0.00000E+00   -0.35606E+02    0.87363E-07    0.30839E-03   -0.10392E-05
   117    0.33530E+04    0.10304E+01    0.00000E+00   -0.36186E+02    0.86730E-07    0.30519E-03   -0.10385E-05
   118    0.33896E+04    0.10388E+01    0.00000E+00   -0.36755E+02    0.86104E-07    0.30206E-03   -0.10362E-05
   119    0.34262E+04    0.10468E+01    0.00000E+00   -0.37311E+02    0.85482E-07    0.29898E-03   -0.10326E-05
   120    0.34629E+04    0.10542E+01    0.00000E+00   -0.37854E+02    0.84866E-07    0.29596E-03   -0.10276E-05
   121    0.34996E+04    0.10613E+01    0.00000E+00   -0.38384E+02    0.84256E-07    0.29300E-03   -0.10215E-05
   122    0.35364E+04    0.10678E+01    0.00000E+00   -0.38899E+02    0.83651E-07    0.29009E-03   -0.10142E-05
   123    0.35733E+04    0.10737E+01    0.00000E+00   -0.39400E+02    0.83051E-07    0.28723E-03   -0.10059E-05
   124    0.36102E+04    0.10792E+01    0.00000E+00   -0.39884E+02    0.82457E-07    0.28442E-03   -0.99663E-06
   125    0.36471E+04    0.10842E+01    0.00000E+00   -0.40352E+02    0.81868E-07    0.28166E-03   -0.98652E-06
   126    0.36841E+04    0.10887E+01    0.00000E+00   -0.40805E+02    0.81285E-07    0.27895E-03   -0.97564E-06
   127    0.37210E+04    0.10926E+01    0.00000E+00   -0.41240E+02    0.80707E-07    0.27628E-03   -0.96408E-06
   128    0.37579E+04    0.10961E+01    0.00000E+00   -0.41658E+02    0.80134E-07    0.27366E-03   -0.95194E-06
   129    0.37949E+04    0.10990E+01    0.00000E+00   -0.42057E+02    0.79566E-07    0.27108E-03   -0.93931E-06
   130    0.38319E+04    0.11012E+01    0.00000E+00   -0.42437E+02    0.79003E-07    0.26854E-03   -0.92627E-06
   131    0.38688E+04    0.11030E+01    0.00000E+00   -0.42798E+02    0.78446E-07    0.26604E-03   -0.91291E-06
   132    0.39057E+04    0.11043E+01    0.00000E+00   -0.43139E+02    0.77894E-07    0.26359E-03   -0.89929E-06
   133    0.39426E+04    0.11050E+01    0.00000E+00   -0.43460E+02    0.77346E-07    0.26117E-03   -0.88547E-06
   134    0.39794E+04    0.11052E+01    0.00000E+00   -0.43759E+02    0.76804E-07    0.25878E-03   -0.87149E-06
   135    0.40162E+04    0.11048E+01    0.00000E+00   -0.44037E+02    0.76267E-07    0.25644E-03   -0.85742E-06
